Artikelnr.;EAN;Beschreibung;Beschreibung 2;Bestand;Preis
42727775;4717784241135;LT40x 13.50 - 17 (LT355/80-17), 123K, 8PR,;Maxxis, Trepador, M-8060, Competition;0;310
42727780;4717784334639;LT42x 14.50 - 17 (LT385/85-17), 121K, 6PR,;Maxxis, Trepador, M-8060, Competition;3;355
42727890;4717784246314;LT255/85 - 16LT, 104K, 8PR,;Maxxis, Creepy Crawler LT, M-8090;40;160,9
42728080;4717784256405;205/80 R 16, 104T XL,;Maxxis, Victra SUV, MA-SAS;40;71,75
42728100;4717784235042;205/80 R 16, 104T XL,;Maxxis, Victra Snow SUV, MA-SW;40;73,75
42728180;4717784228723;235/75 R 15, 109T XL,;Maxxis, Victra Snow SUV, MA-SW;25;73
42728200;4717784233925;255/75 R 15, 110T,;Maxxis, Victra Snow SUV, MA-SW;40;86,25
42728230;4717784256566;225/75 R 16, 104H,;Maxxis, Victra SUV, MA-SAS;40;85
42728245;4717784231280;225/75 R 16, 104H,;Maxxis, Victra Snow SUV, MA-SW;40;74,75
42729451;6933882553798;LT315/75 R 16, 121/118Q, 8PR,;CST, Sahara A/T II, AT2, OOL;7;166,55
42729480;4717784227887;205/70 R 15, 96H,;Maxxis, Victra Snow SUV, MA-SW;40;56,5
42729520;4717784360881;255/70 R 15, 108T,;Maxxis, Razr AT-S, AT-781, OWL;0;86,95
42729600;4717784256436;265/70 R 15, 112H,;Maxxis, Victra SUV, MA-SAS;26;82,65
42729700;4717784327143;205/70 R 16, 97H,;Maxxis, Victra SUV, MA-SAS;27;77
42729835;4717784247069;225/70 R 16, 107H XL,;Maxxis, Victra Snow SUV, MA-SW;40;69
42731500;4717784256627;235/70 R 16, 109H XL,;Maxxis, Victra SUV, MA-SAS;32;80
42731850;4717784230986;245/70 R 16, 107H,;Maxxis, Victra Snow SUV, MA-SW;40;75,75
42731905;4717784256689;245/70 R 16, 111H XL,;Maxxis, Victra SUV, MA-SAS;40;81,75
42732010;4717784360911;245/70 R 16, 111T XL,;Maxxis, Razr AT-S, AT-781, OWL;0;87,5
42733080;4717784360904;255/70 R 16, 111T,;Maxxis, Razr AT-S, AT-781, RBL;0;91
42733800;4717784256665;265/70 R 16, 112H,;Maxxis, Victra SUV, MA-SAS;40;89,8
42733851;4717784228563;265/70 R 16, 112H,;Maxxis, Victra Snow SUV, MA-SW;15;85
42734042;4717784360874;265/70 R 16, 112T,;Maxxis, Razr AT-S, AT-781, OWL;0;96,5
42740000;4717784248349;215/65 R 16, 102H XL,;Maxxis, Victra SUV, MA-SAS;13;65
42740090;4717784247298;255/65 R 16, 109H,;Maxxis, Victra Snow SUV, MA-SW;40;73,45
42740095;4717784256719;255/65 R 16, 109H,;Maxxis, Victra SUV, MA-SAS;14;88,5
42740130;4717784360898;225/65 R 17, 102T,;Maxxis, Razr AT-S, AT-781, RBL;0;83,5
42740520;4717784360942;245/65 R 17, 111T XL,;Maxxis, Razr AT-S, AT-781, RBL;0;94
42750400;4717784256535;235/60 R 16, 100V,;Maxxis, Victra SUV, MA-SAS;16;76,05
42751011;6933882553781;LT305/70 R 16, 118/115Q, 8PR,;CST, Sahara A/T II, AT2, OOL;1;135
42751054;6933882532694;LT35x 12.50 - 16 (LT325/75-16), 120K, 8PR,;Maxxis, Trepador, M-8060;25;228,35
42751701;6933882553811;LT285/70 R 17, 121/118Q, 8PR,;CST, Sahara A/T II, AT2, OOL;2;115
42752041;6933882553446;LT305/70 R 17, 119/116Q, 8PR,;CST, Sahara A/T II, AT2, OOL;2;125
42752068;4717784333182;LT275/70 R 18, 125/122Q, 10PR,;Maxxis, Razr MT, MT-772, RBL;0;199,99
42752260;4717784256702;245/65 R 17, 107H,;Maxxis, Victra SUV, MA-SAS;40;87,45
42752280;4717784326054;255/65 R 17, 114H XL,;Maxxis, Victra SUV, MA-SAS;16;101,85
42752290;6933882541917;LT265/65 R 17, 117/114Q, 8PR,;CST, Sahara M/T II, MT2, OOL;3;130,5
42752293;4717784360867;265/65 R 17, 112T,;Maxxis, Razr AT-S, AT-781, RBL;0;104
42752300;4717784235066;265/65 R 17, 112H,;Maxxis, Victra Snow SUV, MA-SW;40;88,25
42752465;4717784327112;235/60 R 17, 102V,;Maxxis, Victra SUV, MA-SAS;40;84,75
42752470;4717784261171;235/60 R 17, 102V,;Maxxis, Victra Snow SUV, MA-SW;31;76
42752490;4717784235059;255/60 R 17, 110V XL,;Maxxis, Victra Snow SUV, MA-SW;12;80,75
42752550;4717784256740;255/60 R 17, 110V XL,;Maxxis, Victra SUV, MA-SAS;36;90,5
427528384;4717784360928;265/60 R 18, 114T XL,;Maxxis, Razr AT-S, AT-781, OWL;0;108
42752872;4717784259529;265/60 R 18, 114V XL,;Maxxis, Victra Snow SUV, MA-SW;40;99
42753450;4717784257044;275/55 R 17, 109H,;Maxxis, Victra SUV, MA-SAS;2;199,99
42755400;4717784360966;275/55 R 20, 117T XL,;Maxxis, Razr AT-S, AT-781, RBL;0;133
42757450;4717784332345;235/50 R 18, 97V,;Maxxis, Premitra 5, HP5;40;74,75
42779200;4717784339917;195/55 R 20, 95H XL,;Maxxis, Mecotra 3, ME3;40;66,5
42901000;4717784209203;P155/80 R 13, 79S,;Maxxis, MA-1, WSW;40;46,95
42901050;4717784209272;P165/80 R 13, 83S,;Maxxis, MA-1, WSW;40;57,25
42901100;4717784209296;P175/80 R 13, 86S,;Maxxis, MA-1, WSW;40;59
42901150;4717784209319;P185/80 R 13, 90S,;Maxxis, MA-1, WSW;40;74,5
42901300;4717784208619;185/75 R 14, 89S,;Maxxis, MA-1, WSW;0;91
42901350;4717784208633;195/75 R 14, 92S,;Maxxis, MA-1, WSW;26;89,15
42901400;4717784208664;205/75 R 14, 95S,;Maxxis, MA-1, WSW;40;83,06
42901500;4717784208695;205/75 R 15, 97S,;Maxxis, MA-1, WSW;40;84
42901520;4717784313993;205/75 R 15, 97S,;Maxxis, MA-P3, WSW;0;60
42901550;4717784208725;215/75 R 15, 100S,;Maxxis, MA-1, WSW;40;87,5
42901650;4717784208770;235/75 R 15, 105S,;Maxxis, MA-1, WSW;25;109,95
42901800;4717784209463;205/70 R 14, 93S,;Maxxis, MA-1, WSW;40;90,5
42901850;4717784208503;215/70 R 14, 96S,;Maxxis, MA-1, WSW;40;64,95
42901950;4717784209548;205/70 R 15, 95S,;Maxxis, MA-1, WSW;0;85,75
42901970;4717784313153;205/70 R 15, 96S,;Maxxis, MA-P3, WSW;1;40
42902000;4717784208541;215/70 R 15, 98S,;Maxxis, MA-1, WSW;40;74,7
42902050;4717784208466;225/70 R 15, 100S,;Maxxis, MA-1, WSW;40;81,5
52379501;6933882542266;25x 9.00 - 12, 58J, 4PR,;CST, Terrahawk, C-9323;40;109,75
52379551;6933882542273;25x 11.00 - 12, 65J, 4PR,;CST, Terrahawk, C-9323;40;133,65
52590002;6933882593787;145/70 - 6, 4B, 6PR,;CST, C-829;40;13,99
52590561;6933882593794;16x 8.00 - 7, 9J, 2PR,;CST, C-9314;40;24,6
52591461;6933882593800;18x 9.50 - 8, 38J, 2PR,;CST, C-9314;28;35,4
52591509;4717784516592;18x 10.00 - 8, 4PR, N.H.S.,;Maxxis, RAZR PLUS MX, MS-CR2;40;78,15
52591551;6933882596955;18x 10.00 - 8, 34M, 4PR,;CST, Ambush, C-9309;6;28,99
52591559;6933882599376;18x 10.00 - 8, 34M, 6PR,;CST, Pulse MXR, CS-14, Soft,weiss;40;42,4
52591561;6933882599062;18x 10.00 - 8, 34M, 6PR;CST, Pulse MXR, CS-14, Hard,gelb;33;42,4
52592300;4717784505565;19x 7.00 - 8, 20N, 4PR,;Maxxis, Streetmaxx, C-9272;40;37,8
52592311;6933882593848;19x 7.00 - 8, 20J, 6PR,;CST, C-9313;23;31,2
52592501;4717784505589;20x 7.00 - 8, 16J, 2PR,;Cheng Shin, C-829;33;32,95
52592921;4717784505596;20x 11.00 - 8, 38J, 4PR,;Maxxis, RAZR, M-932;40;47
52594500;4717784505640;20x 10.00 - 9 (215/50-9),50N, 4PR,;Maxxis, Streetmaxx, C-9273;40;50,4
52594578;4717784507101;20x 10.00 - 9 (255/55-9), 50N, 4PR,;Maxxis, Spearz, M-992;40;53,95
52594579;4717784505664;20x 10.00 - 9 (255/55-9), 50Q, 6PR,;Maxxis, Spearz, M-992;40;59,55
52594589;6933882593862;20x 10.00 - 9, 43M, 4PR,;CST, Ambush, C-9309;40;42,1
52594621;4717784505671;20x 11.00 - 9, 38J, 4PR,;Maxxis, RAZR, M-932;40;51,99
52594625;4717784506951;20x 11.00 - 9, 38N, 4PR,;Maxxis, RAZR, M-932;40;57,7
52594631;4717784521398;20x 11.00 - 9 (275/50-9), 43J, 6PR,;Maxxis, RAZR2, M-934;40;66,35
52594645;4717784505695;20x 11.00 - 9 (255/55-9), 38N, 4PR,;Maxxis, Spearz, M-992;40;59,1
52594656;6933882593879;20x 11.00 - 9, 39M, 4PR,;CST, Ambush, C-9309;40;40,99
52594671;6933882593886;20x 11.00 - 9, 39M, 6PR,;CST, Pulse, CS-04;15;51,99
52594885;4717784505732;22x 11.00 - 9, 43J, 4PR,;Maxxis, RAZR, M-932;33;56,25
52594894;4717784522067;22x 11.00 - 9, 48J, 6PR,;Maxxis, RAZR2, M-934;40;77,5
52595500;4717784506890;18.5x 6.00 - 10 (165/70-10), 30N, 4PR,;Maxxis, Spearz, M-991;40;45,95
52595505;4717784505770;18.5x 6.00 - 10 (165/70-10), 38Q, 6PR,;Maxxis, Spearz, M-991;40;50,8
52595551;4717784507873;18.5x 6.00 - 10 (165/70-10),27N, 4PR,;Maxxis, Streetmaxx, C-9272;37;43,6
52595620;4717784506906;17.5x 7.50 - 10 (195/50-10), 42N, 4PR,;Maxxis, Spearz, M-991;40;45,75
52595625;4717784505787;17.5x 7.50 - 10 (195/50-10), 35Q, 6PR,;Maxxis, Spearz, M-991;40;51,15
52595631;6933882596306;17.5x 7.50 - 10 (195/50-10), 35N, 6PR,;CST, Stryder, CS-05;40;34,99
52595650;4717784505794;18x 8.00 - 10 (205/50-10),36N, 4PR,;Maxxis, Streetmaxx, C-9272;40;45,6
52595675;4717784507118;18x 10.00 - 10 (225/40-10), 34N, 4PR,;Maxxis, Spearz, M-992;40;47,5
52595677;4717784505800;18x 10.00 - 10 (225/40-10), 46Q, 6PR,;Maxxis, Spearz, M-992;40;53
52595681;4717784507880;18x 10.00 - 10 (225/40-10),32N, 4PR,;Maxxis, Streetmaxx, C-9273;1;45,25
52595690;4717784507125;18x 10.00 - 10 (255/40-10), 34N, 4PR,;Maxxis, Spearz, M-992;40;48,5
52595692;4717784505817;18x 10.00 - 10 (255/40-10), 46Q, 6PR,;Maxxis, Spearz, M-992;40;55,75
52595706;6933882596313;18x 10.00 - 10 (255/40-10),37N, 6PR,;CST, Stryder, CS-06;0;40,4
52595807;6933882599079;20x 6.00 - 10, 21M, 6PR,;CST, Pulse MXR, CS-13;40;35,1
52595813;4717784516585;20x 6.00 - 10, 4PR, N.H.S.,;Maxxis, RAZR PLUS MX, MS-CR1;40;64,15
52596121;4717784505879;21x 7.00 - 10, 25J, 4PR,;Maxxis, RAZR, M-931;40;39
52596123;4717784506944;21x 7.00 - 10, 25N, 4PR,;Maxxis, RAZR, M-931;40;45,65
52596126;4717784521374;21x 7.00 - 10, 30J, 6PR,;Maxxis, RAZR2, M-933;40;49,85
52596150;4717784507095;21x 7.00 - 10 (175/70-10), 42N, 4PR,;Maxxis, Spearz, M-991;40;47,85
52596152;4717784505893;21x 7.00 - 10 (175/70-10), 41Q, 6PR,;Maxxis, Spearz, M-991;40;55,05
52596159;4717784514642;21x 7.00 - 10, 30F, 6PR,;Maxxis, RAZR PLUS, MS-SR1;14;54,15
52596250;4717784505909;21x 7.00 - 10 (175/70-10),42N, 4PR,;Maxxis, Streetmaxx, C-9272;40;42,95
52596261;6933882593923;21x 7.00 - 10, 31M, 4PR,;CST, Ambush, C-9308;30;34,99
52596281;6933882593930;21x 7.00 - 10, 31M, 6PR,;CST, Pulse, CS-03;40;43,15
52596303;4717784510736;22x 7.00 - 10, 28N, 4PR,;Maxxis, RAZR, M-931;40;49
52596304;4717784505916;22x 7.00 - 10, 28J, 4PR,;Maxxis, RAZR, M-931;40;43
52596308;4717784505930;22x 7.00 - 10 (175/85-10), 45Q, 6PR,;Maxxis, Spearz, M-991;40;62,8
52596311;4717784505923;22x 7.00 - 10 (175/85-10), 33J, 6PR,;Maxxis, RAZR2, M-933;40;56,45
52596312;4717784509327;22x 7.00 - 10 (175/85-10), 45N, 6PR,;Maxxis, Spearz, M-991;40;54,85
52596317;6933882593947;22x 7.00 - 10, 35M, 4PR,;CST, Ambush, C-9308;40;40,05
52596322;6933882552012;22x 7.00 - 10, 35M, 4PR,;CST, C-9313;30;38,6
52596327;6933882593954;22x 7.00 - 10, 35M, 6PR,;CST, Pulse, CS-03;22;44,45
52596333;4717784521411;23x 7.00 - 10, 36J, 6PR,;Maxxis, RAZR2, M-933;37;61,55
52596460;4717784505954;22x 8.00 - 10, 36N, 6PR,;Cheng Shin, C-828;1;34,99
52596635;4717784508337;22x 10.00 - 10 (255/60-10), 55N, 4PR,;Maxxis, Spearz, M-992;40;58
52596640;4717784505961;22x 10.00 - 10 (255/60-10), 55Q, 6PR,;Maxxis, Spearz, M-992;40;61,9
52596650;4717784505978;22x 10.00 - 10 (255/60-10),55N, 4PR,;Maxxis, Streetmaxx, C-9273;40;52,6
52596676;6933882593978;22x 10.00 - 10, 45M, 4PR,;CST, Ambush, C-9309;40;48,1
52596681;6933882551909;22x 10.00-10, 45M, 4PR,;CST, C-9314;40;46,8
52596865;4717784505992;22x 11.00 - 10, 47J, 6PR,;Maxxis, RAZR2, M-934;31;80,65
52597930;4717784506074;24x 10.00 - 11, 48N, 6PR,;Cheng Shin, C-828;9;44,99
52598255;4717784511733;23x 8.00 R 12, 62N, 6PR,;Maxxis, Ceros, MU-07;40;84,1
52598260;4717784507712;23x 8.00 R 12, 37N, 6PR,;Maxxis, BigHorn 2.0, MU-09;1;89,4
52598287;6933882542358;24x 8.00 - 12, 40M, 6PR,;CST, CU-19;40;55,1
52598305;4717784506111;25x 8.00 - 12, 43N, 6PR,;Cheng Shin, C-828;40;54,95
52598326;4717784521084;25x 8.00 - 12 (205/80-12), 43N, 6PR,;Maxxis, BigHorn, M-917;40;77
52598345;4717784506913;25x 8.00 - 12 (205/80-12), 43N, 4PR,;Maxxis, Spearz, M-991;40;55,5
52598348;4717784506135;25x 8.00 - 12 (205/80-12), 52Q, 6PR,;Maxxis, Spearz, M-991;40;62,8
52598352;6933882594869;25x 8.00 R 12 (205/80-12), 46M, 8PR,;CST, Stag, CU-58;26;66,2
52598357;6933882592087;25x 8.00 - 12 (205/80-12), 60J, 6PR,;CST, Wild Thang, CU-05;40;52,25
52598365;4717784506166;25x 8.00 - 12 (185/88-12),40N, 4PR,;Maxxis, Streetmaxx, C-9272;40;58,1
52598371;6933882594043;25x 8.00 - 12, 44M, 4PR,;CST, Ancla, C-9311;40;51,05
52598373;6933882594074;25x 8.00 - 12, 44M, 4PR,;CST, C-9313;40;53
52598374;6933882593893;25x 8.00 - 12 (205/80-12),46N, 6PR,;CST, Stryder, CS-05;40;56,5
52598375;4717784506173;25x 8.00 - 12, 43J, 6PR,;Maxxis, Zilla, MU-01;40;59,95
52598377;6933882552029;25x 8.00 - 12, 44M, 4PR,;CST, Abuzz, CU-01;40;58,4
52598380;4717784506180;25x 8.00 - 12 (205/80-12), 43N, 6PR,;Maxxis, Ceros, MU-03;40;73
52598390;4717784507514;25x 8.00 R 12 (205/80R12), 68N, 6PR,;Maxxis, Ceros, MU-07;40;85,25
52598400;4717784506197;25x 8.00 R 12, 43N, 6PR,;Maxxis, BigHorn 2.0, MU-09;40;79
52598555;4717784511740;23x 10.00 R 12, 70N, 6PR,;Maxxis, Ceros, MU-08;40;89,99
52598572;6933882547988;24x 10.00 - 12, 47M, 6PR,;CST, CU-20;33;59,3
52598605;4717784506227;25x 10.00 - 12, 50N, 6PR,;Cheng Shin, C-828;40;65,1
52598631;4717784521107;25x 10.00 - 12 (255/65-12), 50N, 6PR,;Maxxis, BigHorn, M-918;40;86
52598680;4717784507132;25x 10.00 - 12 (255/65-12), 50N, 4PR,;Maxxis, Spearz, M-992;40;62,25
52598685;4717784506241;25x 10.00 - 12 (255/65-12), 57Q, 6PR,;Maxxis, Spearz, M-992;40;70,35
52598702;6933882592094;25x 10.00 - 12 (255/65-12), 67J, 6PR,;CST, Wild Thang, CU-06;27;59,2
52598725;4717784506272;25x 10.00 - 12 (270/60-12),50N, 4PR,;Maxxis, Streetmaxx, C-9273;40;67,75
52598730;6933882594135;25x 10.00 - 12, 51M, 4PR,;CST, Ancla, C-9312;40;62,75
52598732;6933882594852;25x 10.00 R 12 (255/65R12), 53M, 8PR,;CST, Stag, CU-58;40;75,2
52598733;6933882594159;25x 10.00 - 12, 51M, 4PR,;CST, C-9314;40;60,4
52598734;6933882552036;25x 10.00 - 12, 51M, 4PR,;CST, Abuzz, CU-02;40;64,25
52598735;4717784506289;25x 10.00 - 12, 50J, 6PR,;Maxxis, Zilla, MU-02;40;71,6
52598736;6933882594098;25x 10.00 - 12 (255/65-12),53N, 6PR,;CST, Stryder, CS-06;40;62,75
52598740;4717784506296;25x 10.00 - 12 (255/65-12), 50N, 6PR,;Maxxis, Ceros, MU-04;40;83
52598745;4717784507521;25x 10.00 R 12 (255/65R12), 74N, 6PR,;Maxxis, Ceros, MU-08;40;98,5
52598750;4717784506302;25x 10.00 R 12, 50N, 6PR,;Maxxis, BigHorn 2.0, MU-10;40;95,55
52598851;6933882594104;25x 11.00 - 12, 52M, 4PR,;CST, Ancla, C-9312;40;71,5
52599050;6933882594982;26x 8.00 - 12, 49M, 8PR,;CST, Abuzz, CU-01;40;68,65
52599150;4717784506319;26x 8.00 R 12 (205/90R12), 44N, 6PR,;Maxxis, BigHorn, M-917;40;88,25
52599251;4717784520315;26x 9.00 R 12 (225/75R12), 49N, 6PR,;Maxxis, BigHorn, M-917;40;80,8
52599279;6933882590298;26x 9.00 R 12 (225/75R12), 52M, 8PR,;CST, Stag, CU-58;27;76,25
52599280;4717784506333;26x 9.00 - 12, 49J, 6PR,;Maxxis, Zilla, MU-01;25;69,99
52599281;6933882542419;26x 9.00 - 12, 50M, 4PR,;CST, Ancla, C-9311;4;65,1
52599285;4717784506340;26x 9.00 R 12 (225/75R12), 74N, 6PR,;Maxxis, Ceros, MU-07;40;87
52599290;4717784506357;26x 9.00 R 12, 49N, 6PR,;Maxxis, BigHorn 2.0, MU-09;40;91
52599294;6933882594999;26x 10.00 - 12, 56M, 8PR,;CST, Abuzz, CU-02;34;83,05
52599299;4717784506364;26x 10.00 R 12 (245/70R12), 67N, 6PR,;Maxxis, BigHorn, M-918;40;104,6
52599315;4717784506371;26x 11.00 - 12, 55J, 6PR,;Maxxis, Zilla, MU-02;40;74,99
52599317;4717784506388;26x 11.00 R 12 (275/60R12), 79N, 6PR,;Maxxis, Ceros, MU-08;40;98,5
52599318;4717784512952;26x 11.00 R 12, 55M, 8PR,;Maxxis, Coronado, MU-9C;1;40
52599319;4717784506395;26x 11.00 R 12, 55N, 6PR,;Maxxis, BigHorn 2.0, MU-10;40;104,6
52599321;6933882594876;26x 11.00 R 12 (275/60R12), 59M, 8PR,;CST, Stag, CU-58;24;83,75
52599322;6933882596573;26x 11.00 - 12, 57M, 4PR,;CST, Ancla, C-9312;20;77,7
52599323;4717784521060;26x 12.00 R 12 (305/55R12), 58N, 6PR,;Maxxis, BigHorn, M-918;40;101,75
52599521;4717784518930;27x 9.00 - 12, 6PR, N.H.S.,;Maxxis, Maxxzilla, M-60;34;95,65
52599531;4717784521404;27x 9.00 - 12 (225/80-12), 73J, 6PR,;Maxxis, MU-511;40;94,5
52599551;4717784521787;27x 9.00 R 12 (230/85R12), 52N, 6PR,;Maxxis, BigHorn, M-917;40;95,7
52599561;6933882592155;26x 9.00 - 12 (225/75-12), 66J, 6PR,;CST, Wild Thang, CU-05;7;58,65
52599571;6933882594937;27x 9.00 R 12 (225/80R12), 55M, 8PR,;CST, Stag, CU-58;0;82,95
52599572;6933882552043;27x 9.00 R 12, 55M, 8PR,;CST, Dingo, CU-47;40;80,05
52599582;4717784514604;26x 11.00 R 12, 55M, 6PR,;Maxxis, BigHorn 3.0, M-302;40;99,99
52599583;4717784514543;26x 9.00 R 12, 48M, 6PR,;Maxxis, BigHorn 3.0, M-301;40;94,5
52599586;6933882592148;26x 11.00 - 12 (275/60-12), 72J, 6PR,;CST, Wild Thang, CU-06;23;72,99
52599600;4717784506425;27x 9.00 - 12, 52J, 6PR,;Maxxis, Zilla, MU-01;40;78,95
52599603;6933882592162;27x 9.00 - 12 (225/80-12), 68J, 6PR,;CST, Wild Thang, CU-05;24;67,4
52599610;4717784510767;27x 9.00 R 12, 55K, 4PR,;Maxxis, BigHorn 2.0, MU-09;40;103,1
52599631;4717784518947;27x 11.00 - 12, 6PR, N.H.S.,;Maxxis, Maxxzilla, M-60;16;95
52599640;6933882591448;27x 11.00 R 12, 61M, 8PR,;CST, Dingo, CU-47;28;87,6
52599650;4717784506432;27x 11.00 - 12, 56J, 6PR,;Maxxis, Zilla, MU-02;40;88,75
52599656;6933882592179;27x 11.00 - 12 (275/65-12), 74J, 6PR,;CST, Wild Thang, CU-06;40;71,35
52599701;4717784521428;27x 12.00 R 12 (305/60R12), 60N, 6PR,;Maxxis, BigHorn, M-918;40;117,3
52599720;4717784511337;27x 11.00 R 12, 70L, 6PR,;Maxxis, BigHorn 2.0, MU-10;40;133,65
52599731;4717784521381;27x 11.00 - 12 (275/65-12), 85J, 6PR,;Maxxis, MU-521;40;108,05
52599741;6933882592186;28x 10.00 - 12 (255/80-12), 73J, 6PR,;CST, Wild Thang, CU-05;40;74,45
52599750;4717784506456;28x 10.00 - 12, 56J, 6PR,;Maxxis, Zilla, MU-01;40;90
52599761;6933882592193;28x 12.00 - 12 (305/65-12), 78J, 6PR,;CST, Wild Thang, CU-06;40;80,65
52599780;4717784506463;28x 12.00 - 12, 61J, 6PR,;Maxxis, Zilla, MU-02;40;99
52599791;6933882594241;26x 8.00 - 14 (205/75-14),47N, 6PR,;CST, Stryder, CS-05;40;62,8
52599803;4717784520865;26x 8.00 - 14 (205/75-14), 44N, 6PR,;Maxxis, BigHorn, M-917;40;93,2
52599807;6933882592209;26x 8.00 - 14 (205/75-14), 43M, 6PR,;CST, Wild Thang, CU-05P;40;58,15
52599812;6933882596689;26x 9.00 - 14 (225/65-14),51N, 6PR,;CST, Stryder, CS-05;40;68,55
52599854;6933882552050;26x 9.00 - 14, 48M, 4PR,;CST, Abuzz, CU-01;40;69,5
52599857;6933882594906;26x 9.00 R 14 (225/65R14), 51M, 8PR,;CST, Stag, CU-58;40;79,55
52599863;4717784506500;26x 9.00 R 14 (225/65R14), 73N, 6PR,;Maxxis, Ceros, MU-07;40;103,25
52599866;4717784506517;26x 9.00 R 14, 48N, 6PR,;Maxxis, BigHorn 2.0, MU-09;40;112,95
52599870;4717784520230;26x 9.00 R 14, 47M, 6PR,;Maxxis, BigHorn 3.0, M-301;40;88
52599871;6933882592216;26x 10.00 - 14 (255/60-14), 54M, 6PR,;CST, Wild Thang, CU-06P;40;68,95
52599872;4717784520872;26x 10.00 - 14 (255/60-14), 51N, 6PR,;Maxxis, BigHorn, M-918;40;109,95
52599873;6933882596696;26x 11.00 - 14 (275/50-14),57N, 6PR,;CST, Stryder, CS-06;20;84,15
52599874;6933882592070;26x 10.00 - 14 (255/60-14),54N, 6PR,;CST, Stryder, CS-06;20;74,75
52599877;6933882552067;26x 11.00 - 14, 56M, 4PR,;CST, Abuzz, CU-02;40;79,6
52599881;6933882594357;26x 11.00 R 14 (275/50R14), 58M, 8PR,;CST, Behemoth, CU-08;1;94,9
52599883;6933882594883;26x 11.00 R 14 (275/50R14), 58M, 8PR,;CST, Stag, CU-58;7;88,25
52599884;4717784521794;26x 9.00 R 14 (225/65R14), 48N, 6PR,;Maxxis, BigHorn, M-917;40;102,9
52599887;4717784517957;27x 9.00 R 14, 57K, 6PR,;Maxxis, Ceros, MU-07;27;110,55
52599888;4717784520247;26x 11.00 R 14, 54M, 6PR,;Maxxis, BigHorn 3.0, M-302;40;111
52599890;4717784506555;26x 11.00 R 14 (275/55R14), 78N, 6PR,;Maxxis, Ceros, MU-08;40;124,5
52599895;4717784506562;26x 11.00 R 14, 56N, 6PR,;Maxxis, BigHorn 2.0, MU-10;40;128,05
52599897;4717784507569;27x 9.00 R 14, 54K, 4PR,;Maxxis, BigHorn 2.0, MU-09;40;111,1
52599898;4717784508375;28x 9.00 - 14, 50J, 6PR,;Maxxis, Zilla, MU-01;40;94,6
52599900;4717784507576;27x 11.00 R 14, 73K, 4PR,;Maxxis, BigHorn 2.0, MU-10;40;132,05
52599902;4717784508450;28x 11.00 - 14, 58J, 6PR,;Maxxis, Zilla, MU-02;40;98,1
52599903;4717784507750;29x 9.00 R 14, 61M, 6PR,;Maxxis, BigHorn, M-917;40;110,99
52599907;4717784511283;28x 9.00 R 14, 60M, 6PR,;Maxxis, BigHorn 2.0, MU-09;40;121,1
52599908;4717784510675;28x 11.00 R 14, 70M, 6PR,;Maxxis, BigHorn 2.0, MU-10;40;134,3
52599911;6933882591462;27x 11.00 R 14, 60M, 8PR,;CST, Dingo, CU-47;40;97,15
52599913;6933882594913;27x 11.00 R 12 (275/65R12), 61M, 8PR,;CST, Stag, CU-58;40;91,6
52599914;6933882594920;27x 11.00 R 14 (275/55R14), 60M, 8PR,;CST, Stag, CU-58;40;91,05
52599915;6933882594944;27x 9.00 R 14 (225/70R14), 53M, 8PR,;CST, Stag, CU-58;40;84,1
52599917;4717784517841;27x 10.00 - 14, 47K, 6PR,;Maxxis, Zilla, MU-01;40;99,45
52599933;4717784514611;27x 9.00 R 14, 49M, 6PR,;Maxxis, BigHorn 3.0, M-301;40;107,4
52599934;4717784514598;27x 11.00 R 14, 56M, 6PR,;Maxxis, BigHorn 3.0, M-302;40;117,3
52599935;4717784517964;27x 11.00 R 14, 77K, 6PR,;Maxxis, Ceros, MU-08;40;127,1
52599938;6933882559813;27x 11.00 R 14 (275/60R14), 83G, 8PR,;CST, Stag, CU-58;40;91,05
52599939;4717784514840;27x 9.00 R 14, 50M, 6PR,;Maxxis, Ceros, MU-07;40;113,1
52599942;6933882558700;27x 9.00 R 14, 53M, 8PR,;CST, Dingo, CU-47;40;83,05
52599945;4717784514833;27x 11.00 R 14, 57M, 6PR,;Maxxis, Ceros, MU-08;40;128,6
52599948;4717784518923;28x 9.00 - 14, 6PR, N.H.S.,;Maxxis, Maxxzilla, M-60;40;84,99
52599949;4717784514567;29x 9.00 R 14, 55M, 6PR,;Maxxis, BigHorn 3.0, M-301;40;115,99
52599951;4717784518916;28x 11.00 - 14, 6PR, N.H.S.,;Maxxis, Maxxzilla, M-60;40;103,25
52599952;4717784520490;29x 9.00 R 14, 55M, 6PR,;Maxxis, Ceros, MU-07;40;122,9
52599953;4717784518961;29x 11.00 R 14, 61M, 6PR,;Maxxis, Ceros, MU-08;18;136,25
52599954;6933882559806;27x 9.00 R 14 (225/75R14), 76G, 8PR,;CST, Stag, CU-58;40;84,1
52599955;4717784514628;29x 9.00 R 14, 66M, 8PR,;Maxxis, BigHorn 2.0, MU-09;40;131,4
52599956;4717784525556;27x 9.00 R 14 (240/70R14), 80K, 8PR,;Maxxis, Coronado, MU-9B;0;107,7
52599957;4717784525563;27x 11.00 R 14 (285/60R14), 89K, 8PR,;Maxxis, Coronado, MU-9B;40;130,9
52599958;4717784526218;28x 10.00 R 14 (235/80R14), 79K, 8PR,;Maxxis, Liberty, ML3;6;148,85
